herb_name	symptom	symptom_E	DB_SRC	DB_SRC_ID
灵莲花颗粒	心烦	Boredom	MeSH	D001887
灵莲花颗粒	心悸	Palpitations	SIDER	C0030252
灵莲花颗粒	多梦	Nightmare	SIDER	C0028084
灵莲花颗粒	多梦	Bad dreams	SIDER	C0857051
灵莲花颗粒	舌红	Glossitis	SIDER	C0017675
灵莲花颗粒	舌红	Glossitis	MeSH	D005928
灵莲花颗粒	易惊	Panic disorder	SIDER	C0030319
灵莲花颗粒	易惊	Panic disorder	MeSH	D016584
灵莲花颗粒	汗出	Sweat	MeSH	D013542
灵莲花颗粒	便干	Constipation	SIDER	C0009806
灵莲花颗粒	便干	Constipation	MeSH	D003248
灵莲花颗粒	腰膝酸痛	Flank pain	SIDER	C0016199
灵莲花颗粒	腰膝酸痛	Flank pain	MeSH	D021501
灵莲花颗粒	烘热	Hot flush	SIDER	C0600142
灵莲花颗粒	烘热	Fever chills	SIDER	C0085594
灵莲花颗粒	烘热	Fever	MeSH	D005334
灵莲花颗粒	苔薄			
灵莲花颗粒	心烦不宁	Restlessness aggravated	SIDER	C0856081
灵莲花颗粒	大便干燥	Abnormal faeces	SIDER	C0162287
灵莲花颗粒	大便干	Constipation	SIDER	C0009806
灵莲花颗粒	大便干	Constipation	MeSH	D003248
灵莲花颗粒	脉细	Thready pulse	SIDER	C0232132
灵莲花颗粒	膝酸痛	Knee pain	SIDER	C0231749
灵莲花颗粒	脉细弦	Thready pulse	SIDER	C0232132
枣仁安神胶囊	头晕	Lightheadedness	SIDER	C0220870
枣仁安神胶囊	头晕	Dizziness	SIDER	C0012833
枣仁安神胶囊	头晕	Dizziness	MeSH	D004244
枣仁安神胶囊	失眠	Insomnia	SIDER	C0917801
枣仁安神胶囊	心烦	Boredom	MeSH	D001887
枣仁安神胶囊	健忘	Forgetfulness	SIDER	C0542476
枣仁安神胶囊	神经衰弱	Neurasthenia	MeSH	D009440
枣仁安神胶囊	心血不足	Asthenia	SIDER	C0004093
枣仁安神胶囊	心血不足	Asthenia	MeSH	D001247
冠心舒通胶囊	胸闷	Chest heaviness	SIDER	C0742339
冠心舒通胶囊	气短	Respiration abnormal	SIDER	C1260922
冠心舒通胶囊	胸痹	Chest pain	SIDER	C0008031
冠心舒通胶囊	胸痹	Chest pain	MeSH	D002637
冠心舒通胶囊	胸痛	Chest pain	SIDER	C0008031
冠心舒通胶囊	胸痛	Chest pain	MeSH	D002637
冠心舒通胶囊	心绞痛	Angina unstable	SIDER	C0002965
冠心舒通胶囊	心绞痛	Angina pectoris	SIDER	C0002962
冠心舒通胶囊	心绞痛	Angina pectoris	MeSH	D000787
冠心舒通胶囊	血瘀	Hematoma	MeSH	D006406
冠心舒通胶囊	心慌	Angina symptom	SIDER	C0858277
夏枯草□服液	头痛	Headache dull	SIDER	C0239885
夏枯草□服液	头痛	Headache	SIDER	C0018681
夏枯草□服液	头痛	Headache	MeSH	D006261
夏枯草□服液	眩晕	Vertigo	SIDER	C0042571
夏枯草□服液	眩晕	Vertigo	MeSH	D014717
夏枯草□服液	肿痛	Swelling	SIDER	C0038999
夏枯草□服液	肿痛	Pain	SIDER	C0030193
夏枯草□服液	肿痛	Ache	SIDER	C0234238
夏枯草□服液	肿痛	Pain	MeSH	D010146
夏枯草□服液	痈肿	Carbuncle	SIDER	C0007078
夏枯草□服液	痈肿	Carbuncle	MeSH	D002270
夏枯草□服液	乳痈	Carbuncle	SIDER	C0007078
夏枯草□服液	乳痈	Carbuncle	MeSH	D002270
夏枯草□服液	瘰疬	King's Evil	MeSH	D018601
夏枯草□服液	甲状腺肿大	Euthyroid goiter	SIDER	C0302859
夏枯草□服液	甲状腺肿大	Goiter	MeSH	D006042
脑心通胶囊	胸闷	Chest heaviness	SIDER	C0742339
脑心通胶囊	气短	Respiration abnormal	SIDER	C1260922
脑心通胶囊	胸痹	Chest pain	SIDER	C0008031
脑心通胶囊	胸痹	Chest pain	MeSH	D002637
脑心通胶囊	中风	Stroke	MeSH	D020521
脑心通胶囊	半身不遂	Hemiplegia transient	SIDER	C0521662
脑心通胶囊	半身不遂	Hemiplegia	SIDER	C0018991
脑心通胶囊	半身不遂	Hemiparesis	SIDER	C0018989
脑心通胶囊	半身不遂	Hemiplegia	MeSH	D006429
脑心通胶囊	肢体麻木	Vein disorder	SIDER	C0235522
脑心通胶囊	肢体麻木	Numbness of limbs	SIDER	C0239375
脑心通胶囊	麻木	Numbness	SIDER	C0028643
脑心通胶囊	心痛	Epigastric pain	SIDER	C0232493
脑心通胶囊	心痛	Angina unstable	SIDER	C0002965
脑心通胶囊	心痛	Angina pectoris	SIDER	C0002962
脑心通胶囊	心痛	Angina pectoris	MeSH	D000787
脑心通胶囊	心绞痛	Angina unstable	SIDER	C0002965
脑心通胶囊	心绞痛	Angina pectoris	SIDER	C0002962
脑心通胶囊	心绞痛	Angina pectoris	MeSH	D000787
脑心通胶囊	舌强	Tongue disorder	SIDER	C0040409
女金丸	腹痛	Abdominal pain	SIDER	C0000737
女金丸	腹痛	Abdominal pain	MeSH	D015746
女金丸	乏力	Asthenia	SIDER	C0004093
女金丸	乏力	Asthenia	SIDER	C0004093
女金丸	乏力	Asthenia	MeSH	D001247
女金丸	乏力	Asthenia	MeSH	D001247
女金丸	神疲	Lassitude	SIDER	C0086525
女金丸	神疲	Fatigue	SIDER	C0015672
女金丸	神疲	Exhaustion	SIDER	C0392674
女金丸	神疲	Exhaustion	SIDER	C0392674
女金丸	神疲	Fatigue	MeSH	D005221
女金丸	月经不调	Menstruation Disturbances	MeSH	D008599
女金丸	月经量多	Menorrhagia	SIDER	C0025323
女金丸	月经量多	Menometrorrhagia	SIDER	C0232943
女金丸	月经量多	Menorrhagia	MeSH	D008595
女金丸	血瘀	Hematoma	MeSH	D006406
女金丸	月经提前	Menstrual cycle abnormal	SIDER	C0232933
女金丸	经水淋漓不净	Metrorrhagia	SIDER	C0025874
女金丸	经水淋漓不净	Metrorrhagia	MeSH	D008796
女金丸	行经腹痛	Dysmenorrhoea	SIDER	C0013390
天丹通络片	中风	Stroke	MeSH	D020521
天丹通络片	半身不遂	Hemiplegia transient	SIDER	C0521662
天丹通络片	半身不遂	Hemiplegia	SIDER	C0018991
天丹通络片	半身不遂	Hemiparesis	SIDER	C0018989
天丹通络片	半身不遂	Hemiplegia	MeSH	D006429
天丹通络片	麻木	Numbness	SIDER	C0028643
天丹通络片	偏身麻木	Localised numbness	SIDER	C0235018
天丹通络片	风痰瘀血痹阻脉络	Quadriplegia	SIDER	C0034372
天丹通络片	风痰瘀血痹阻脉络	Quadriplegia	MeSH	D011782
天丹通络片	语言謇涩	Slurred speech	SIDER	C0234518
天丹通络片	风痰	Sputum	MeSH	D013183
牛黄上清丸	头痛	Headache dull	SIDER	C0239885
牛黄上清丸	头痛	Headache	SIDER	C0018681
牛黄上清丸	头痛	Headache	MeSH	D006261
牛黄上清丸	眩晕	Vertigo	SIDER	C0042571
牛黄上清丸	眩晕	Vertigo	MeSH	D014717
牛黄上清丸	耳鸣	Tinnitus	SIDER	C0040264
牛黄上清丸	耳鸣	Tinnitus	MeSH	D014012
牛黄上清丸	目赤	Bloodshot eye	SIDER	C0005858
牛黄上清丸	咽喉肿痛	Pharyngolaryngeal pain	SIDER	C0858635
牛黄上清丸	口舌生疮	Mouth ulceration	SIDER	C0149745
牛黄上清丸	牙龈肿痛	Gingival swelling	SIDER	C0235324
牛黄上清丸	牙龈肿痛	Gingival pain	SIDER	C0239739
牛黄上清丸	咽喉肿	Pharyngolaryngeal pain	SIDER	C0858635
牛黄上清丸	咽喉肿	Laryngopharyngitis	SIDER	C0023070
牛黄上清丸	肿痛	Swelling	SIDER	C0038999
牛黄上清丸	肿痛	Pain	SIDER	C0030193
牛黄上清丸	肿痛	Ache	SIDER	C0234238
牛黄上清丸	肿痛	Pain	MeSH	D010146
牛黄上清丸	牙龈肿	Tooth abscess	SIDER	C0518988
牛黄上清丸	牙龈肿	Gingivitis	SIDER	C0017574
牛黄上清丸	牙龈肿	Gingival swelling	SIDER	C0235324
牛黄上清丸	牙龈肿	Gingival oedema	SIDER	C0277986
牛黄上清丸	牙龈肿	Gingival abscess	SIDER	C0149892
牛黄上清丸	牙龈肿	Gingivitis	MeSH	D005891
牛黄上清丸	喉肿	Laryngeal oedema	SIDER	C0023052
牛黄上清丸	喉肿	Cyst	SIDER	C0010709
牛黄上清丸	喉肿	Laryngeal Edema	MeSH	D007819
牛黄上清丸	风火上攻			
牛黄上清丸	大便燥结	Abnormal faeces	SIDER	C0162287
牛黄上清丸	热泻	Diarrhoea	SIDER	C0011991
牛黄上清丸	热泻	Diarrhea	MeSH	D003967
牛黄上清丸	舌生疮	Tongue ulceration	SIDER	C0235351
功劳去火片	咽干	Dry throat	SIDER	C0235234
功劳去火片	咽痛	Throat tightness	SIDER	C0236071
功劳去火片	失音	Aphonia	SIDER	C0003564
功劳去火片	失音	Aphonia	MeSH	D001044
功劳去火片	咽黏膜充血	Pharyngeal mucositis	SIDER	C1699324
功劳去火片	咽干灼热	Pharyngeal Diseases	MeSH	D010608
功劳去火片	风热	Hot Temperature	MeSH	D006358
功劳去火片	灼热	Hyperpyrexia	SIDER	C0392676
灯盏细辛注射液	胸痹	Chest pain	SIDER	C0008031
灯盏细辛注射液	胸痹	Chest pain	MeSH	D002637
灯盏细辛注射液	中风	Stroke	MeSH	D020521
灯盏细辛注射液	肢体麻木	Vein disorder	SIDER	C0235522
灯盏细辛注射液	肢体麻木	Numbness of limbs	SIDER	C0239375
灯盏细辛注射液	麻木	Numbness	SIDER	C0028643
灯盏细辛注射液	心痛	Epigastric pain	SIDER	C0232493
灯盏细辛注射液	心痛	Angina unstable	SIDER	C0002965
灯盏细辛注射液	心痛	Angina pectoris	SIDER	C0002962
灯盏细辛注射液	心痛	Angina pectoris	MeSH	D000787
灯盏细辛注射液	心绞痛	Angina unstable	SIDER	C0002965
灯盏细辛注射液	心绞痛	Angina pectoris	SIDER	C0002962
灯盏细辛注射液	心绞痛	Angina pectoris	MeSH	D000787
灯盏细辛注射液	言语謇涩	Dysphonia	SIDER	C1527344
灯盏细辛注射液	偏瘫	Hemiplegia transient	SIDER	C0521662
灯盏细辛注射液	偏瘫	Hemiplegia	SIDER	C0018991
灯盏细辛注射液	偏瘫	Hemiparesis	SIDER	C0018989
灯盏细辛注射液	偏瘫	Hemiplegia	MeSH	D006429
肛泰软膏	疼痛	Pain	SIDER	C0030193
肛泰软膏	疼痛	Ache	SIDER	C0234238
肛泰软膏	疼痛	Pain	MeSH	D010146
肛泰软膏	便血	Haematochezia	SIDER	C0018932
肛泰软膏	肿胀	Swelling	SIDER	C0038999
肛泰软膏	湿热瘀阻			
补肾益脑丸	气短	Respiration abnormal	SIDER	C1260922
补肾益脑丸	失眠	Insomnia	SIDER	C0917801
补肾益脑丸	心悸	Palpitations	SIDER	C0030252
补肾益脑丸	遗精	Ejaculation	MeSH	D004542
补肾益脑丸	盗汗	Night sweats	SIDER	C0028081
补肾益脑丸	健忘	Forgetfulness	SIDER	C0542476
补肾益脑丸	腰腿酸软	Paresthesia lower limb	SIDER	C0948992
补肾益脑丸	精亏	Oligospermia	SIDER	C0028960
补肾益脑丸	精亏	Oligospermia	MeSH	D009845
局方至宝散	烦躁	Restlessness aggravated	SIDER	C0856081
局方至宝散	高热	Hyperpyrexia	SIDER	C0392676
局方至宝散	神昏	Syncope	SIDER	C0039070
局方至宝散	神昏	Syncope	MeSH	D013575
局方至宝散	惊风	Convulsion neonatal	SIDER	C0159020
局方至宝散	神昏谵语	Lightheadedness	SIDER	C0220870
局方至宝散	惊厥	Syncope	SIDER	C0039070
局方至宝散	惊厥	Syncope	SIDER	C0039070
局方至宝散	惊厥	Presyncope	SIDER	C0700200
局方至宝散	惊厥	Syncope	MeSH	D013575
局方至宝散	惊厥	Syncope	MeSH	D013575
局方至宝散	烦躁不安	Restlessness aggravated	SIDER	C0856081
局方至宝散	谵语	Obnubilation	SIDER	C0877450
局方至宝散	高热惊厥	Febrile convulsion	SIDER	C0009952
局方至宝散	小儿急热惊风	Convulsion neonatal	SIDER	C0159020
咳特灵片	咳喘	Productive cough	SIDER	C0239134
咳特灵片	咳喘	Cough	SIDER	C0010200
咳特灵片	咳喘	Asthma	SIDER	C0004096
咳特灵片	咳喘	Cough	MeSH	D003371
咳特灵片	咳喘	Asthma	MeSH	D001249
咳特灵片	喘	Asthma	SIDER	C0004096
咳特灵片	喘	Asthma	MeSH	D001249
香砂胃苓丸	呕吐	Vomiting	SIDER	C0042963
香砂胃苓丸	呕吐	Gagging	SIDER	C0016927
香砂胃苓丸	呕吐	Vomiting	MeSH	D014839
香砂胃苓丸	呕吐	Gagging	MeSH	D005683
香砂胃苓丸	眩晕	Vertigo	SIDER	C0042571
香砂胃苓丸	眩晕	Vertigo	MeSH	D014717
香砂胃苓丸	小便不利	Micturition disorder	SIDER	C0042035
香砂胃苓丸	浮肿	Oedema	SIDER	C0013604
复方丹参滴丸	血瘀	Hematoma	MeSH	D006406
梅花点舌丸	口舌生疮	Mouth ulceration	SIDER	C0149745
梅花点舌丸	牙龈肿痛	Gingival swelling	SIDER	C0235324
梅花点舌丸	牙龈肿痛	Gingival pain	SIDER	C0239739
梅花点舌丸	肿痛	Swelling	SIDER	C0038999
梅花点舌丸	肿痛	Pain	SIDER	C0030193
梅花点舌丸	肿痛	Ache	SIDER	C0234238
梅花点舌丸	肿痛	Pain	MeSH	D010146
梅花点舌丸	痈肿	Carbuncle	SIDER	C0007078
梅花点舌丸	痈肿	Carbuncle	MeSH	D002270
梅花点舌丸	牙龈肿	Tooth abscess	SIDER	C0518988
梅花点舌丸	牙龈肿	Gingivitis	SIDER	C0017574
梅花点舌丸	牙龈肿	Gingival swelling	SIDER	C0235324
梅花点舌丸	牙龈肿	Gingival oedema	SIDER	C0277986
梅花点舌丸	牙龈肿	Gingival abscess	SIDER	C0149892
梅花点舌丸	牙龈肿	Gingivitis	MeSH	D005891
梅花点舌丸	疔疮痈肿初起	Furuncle	SIDER	C0242301
梅花点舌丸	火毒内盛			
梅花点舌丸	舌生疮	Tongue ulceration	SIDER	C0235351
石斛	口干	Dry mouth	SIDER	C0043352
石斛	食少	Decreased appetite	SIDER	C0232462
石斛	食少	Decreased appetite	SIDER	C0232462
石斛	烦渴	Polydipsia	SIDER	C0085602
石斛	骨蒸			
石斛	干呕	Retching	SIDER	C0232602
石斛	目暗不明	Vision blurred	SIDER	C0344232
石斛	骨蒸劳热	Fever	MeSH	D005334
石斛	筋骨痿软	Atrophy	SIDER	C0333641
石斛	筋骨痿软	Atrophy	MeSH	D001284
石斛	渴	Thirst	SIDER	C0039971
石斛	渴	Thirst	MeSH	D013894
石斛	虚热	Hot Temperature	MeSH	D006358
石斛	病后虚热不退			
石斛	胃阴不足	Yin Deficiency	MeSH	D016710
石斛	虚热不退	Fever chills	SIDER	C0085594
石斛	津伤	Thirst	SIDER	C0039971
石斛	津伤	Thirst	MeSH	D013894
十一味参芪胶囊	体弱	Asthenia	SIDER	C0004093
十一味参芪胶囊	体弱	Thinness	MeSH	D013851
十一味参芪胶囊	体弱	Asthenia	MeSH	D001247
十一味参芪胶囊	四肢无力	Muscle Weakness	MeSH	D018908
三九胃泰胶囊	呕吐	Vomiting	SIDER	C0042963
三九胃泰胶囊	呕吐	Gagging	SIDER	C0016927
三九胃泰胶囊	呕吐	Vomiting	MeSH	D014839
三九胃泰胶囊	呕吐	Gagging	MeSH	D005683
三九胃泰胶囊	反酸	Pantothenic Acid	MeSH	D010205
三九胃泰胶囊	反酸	Gastric Acid	MeSH	D005744
三九胃泰胶囊	嘈杂	Stomach Diseases	MeSH	D013272
三九胃泰胶囊	恶心	Nausea alone	SIDER	C0375548
三九胃泰胶囊	恶心	Nausea	SIDER	C0027497
三九胃泰胶囊	恶心	Nausea	MeSH	D009325
三九胃泰胶囊	饱胀	Distention	SIDER	C0012359
三九胃泰胶囊	饱胀	Abdominal distension	SIDER	C0000731
三九胃泰胶囊	血瘀	Hematoma	MeSH	D006406
三宝胶囊	头晕	Lightheadedness	SIDER	C0220870
三宝胶囊	头晕	Dizziness	SIDER	C0012833
三宝胶囊	头晕	Dizziness	MeSH	D004244
三宝胶囊	耳鸣	Tinnitus	SIDER	C0040264
三宝胶囊	耳鸣	Tinnitus	MeSH	D014012
三宝胶囊	失眠	Insomnia	SIDER	C0917801
三宝胶囊	心悸	Palpitations	SIDER	C0030252
三宝胶囊	遗精	Ejaculation	MeSH	D004542
三宝胶囊	阳痿	Yang Deficiency	MeSH	D016711
三宝胶囊	食欲不振	Decreased appetite	SIDER	C0232462
三宝胶囊	耳聋	Deafness transitory	SIDER	C0151588
三宝胶囊	耳聋	Deafness	SIDER	C0011053
三宝胶囊	耳聋	Deafness	MeSH	D003638
三宝胶囊	腿软	Heaviness in limbs	SIDER	C0235721
三宝胶囊	眼花	Ocular discomfort	SIDER	C0948595
三宝胶囊	心血不足	Asthenia	SIDER	C0004093
三宝胶囊	心血不足	Asthenia	MeSH	D001247
三宝胶囊	精亏	Oligospermia	SIDER	C0028960
三宝胶囊	精亏	Oligospermia	MeSH	D009845
三宝胶囊	头晕眼花	Vertigo	SIDER	C0042571
三宝胶囊	头晕眼花	Vertigo	MeSH	D014717
川芎茶调颗粒	头痛	Headache dull	SIDER	C0239885
川芎茶调颗粒	头痛	Headache	SIDER	C0018681
川芎茶调颗粒	头痛	Headache	MeSH	D006261
川芎茶调颗粒	鼻塞	Nasal obstruction	SIDER	C0027429
川芎茶调颗粒	鼻塞	Nasal congestion	SIDER	C0027424
川芎茶调颗粒	鼻塞	Nasal obstruction	MeSH	D015508
川芎茶调颗粒	发热	Fever chills	SIDER	C0085594
川芎茶调颗粒	发热	Fever	MeSH	D005334
川芎茶调颗粒	恶寒	Typhoid fever	SIDER	C0041466
川芎茶调颗粒	恶寒	Typhoid fever	MeSH	D014435
_光复明丸	肿痛	Swelling	SIDER	C0038999
_光复明丸	肿痛	Pain	SIDER	C0030193
_光复明丸	肿痛	Ache	SIDER	C0234238
_光复明丸	肿痛	Pain	MeSH	D010146
_光复明丸	红肿	Cyst	SIDER	C0010709
_光复明丸	红肿	Cysts	MeSH	D003560
_光复明丸	眼睑赤烂	Blepharitis	SIDER	C0005741
_光复明丸	眼睑赤烂	Blepharitis	MeSH	D001762
_光复明丸	暴发火眼	Other conjunctivitis	SIDER	C0029560
_光复明丸	羞明	Photophobia	SIDER	C0085636
_光复明丸	羞明	Photophobia	MeSH	D020795
_光复明丸	羞明多眵	Keratitis	SIDER	C0022568
_光复明丸	羞明多眵	Keratitis	MeSH	D007634
牛黄上清丸	头痛	Headache dull	SIDER	C0239885
牛黄上清丸	头痛	Headache	SIDER	C0018681
牛黄上清丸	头痛	Headache	MeSH	D006261
牛黄上清丸	眩晕	Vertigo	SIDER	C0042571
牛黄上清丸	眩晕	Vertigo	MeSH	D014717
牛黄上清丸	耳鸣	Tinnitus	SIDER	C0040264
牛黄上清丸	耳鸣	Tinnitus	MeSH	D014012
牛黄上清丸	目赤	Bloodshot eye	SIDER	C0005858
牛黄上清丸	咽喉肿痛	Pharyngolaryngeal pain	SIDER	C0858635
牛黄上清丸	口舌生疮	Mouth ulceration	SIDER	C0149745
牛黄上清丸	牙龈肿痛	Gingival swelling	SIDER	C0235324
牛黄上清丸	牙龈肿痛	Gingival pain	SIDER	C0239739
牛黄上清丸	咽喉肿	Pharyngolaryngeal pain	SIDER	C0858635
牛黄上清丸	咽喉肿	Laryngopharyngitis	SIDER	C0023070
牛黄上清丸	肿痛	Swelling	SIDER	C0038999
牛黄上清丸	肿痛	Pain	SIDER	C0030193
牛黄上清丸	肿痛	Ache	SIDER	C0234238
牛黄上清丸	肿痛	Pain	MeSH	D010146
牛黄上清丸	牙龈肿	Tooth abscess	SIDER	C0518988
牛黄上清丸	牙龈肿	Gingivitis	SIDER	C0017574
牛黄上清丸	牙龈肿	Gingival swelling	SIDER	C0235324
牛黄上清丸	牙龈肿	Gingival oedema	SIDER	C0277986
牛黄上清丸	牙龈肿	Gingival abscess	SIDER	C0149892
牛黄上清丸	牙龈肿	Gingivitis	MeSH	D005891
牛黄上清丸	喉肿	Laryngeal oedema	SIDER	C0023052
牛黄上清丸	喉肿	Cyst	SIDER	C0010709
牛黄上清丸	喉肿	Laryngeal Edema	MeSH	D007819
牛黄上清丸	风火上攻			
牛黄上清丸	大便燥结	Abnormal faeces	SIDER	C0162287
牛黄上清丸	热泻	Diarrhoea	SIDER	C0011991
牛黄上清丸	热泻	Diarrhea	MeSH	D003967
牛黄上清丸	舌生疮	Tongue ulceration	SIDER	C0235351
牛黄降压片	头痛	Headache dull	SIDER	C0239885
牛黄降压片	头痛	Headache	SIDER	C0018681
牛黄降压片	头痛	Headache	MeSH	D006261
牛黄降压片	头晕	Lightheadedness	SIDER	C0220870
牛黄降压片	头晕	Dizziness	SIDER	C0012833
牛黄降压片	头晕	Dizziness	MeSH	D004244
牛黄降压片	失眠	Insomnia	SIDER	C0917801
牛黄降压片	烦躁	Restlessness aggravated	SIDER	C0856081
牛黄降压片	目眩	Lightheadedness	SIDER	C0220870
牛黄降压片	痰热	Sputum purulent	SIDER	C0241235
牛黄降压片	痰热	Sputum	MeSH	D013183
牛黄降压片	头晕目眩	Dizziness	SIDER	C0012833
牛黄降压片	头晕目眩	Dizziness	MeSH	D004244
牛黄降压片	烦躁不安	Restlessness aggravated	SIDER	C0856081
丹桂香颗粒	腹胀	Distention	SIDER	C0012359
丹桂香颗粒	腹胀	Abdominal distension	SIDER	C0000731
丹桂香颗粒	食少	Decreased appetite	SIDER	C0232462
丹桂香颗粒	食少	Decreased appetite	SIDER	C0232462
丹桂香颗粒	嗳气	Eructation	SIDER	C0014724
丹桂香颗粒	嗳气	Eructation	MeSH	D004884
丹桂香颗粒	疼痛	Pain	SIDER	C0030193
丹桂香颗粒	疼痛	Ache	SIDER	C0234238
丹桂香颗粒	疼痛	Pain	MeSH	D010146
丹桂香颗粒	纳差	Decreased appetite	SIDER	C0232462
丹桂香颗粒	嘈杂	Stomach Diseases	MeSH	D013272
丹桂香颗粒	痞满	Upset stomach	SIDER	C0235309
丹桂香颗粒	胃脘痞满	Abdominal distension	SIDER	C0000731
丹桂香颗粒	脘痞	Abdominal distension	SIDER	C0000731
丹桂香颗粒	虚寒	Typhoid fever	SIDER	C0041466
丹桂香颗粒	虚寒	Asthenia	SIDER	C0004093
丹桂香颗粒	虚寒	Asthenia	SIDER	C0004093
丹桂香颗粒	虚寒	Typhoid fever	MeSH	D014435
丹桂香颗粒	虚寒	Asthenia	MeSH	D001247
丹桂香颗粒	虚寒	Asthenia	MeSH	D001247
丹桂香颗粒	血瘀	Hematoma	MeSH	D006406
当归拈痛丸	痹病	Arthritic pains	SIDER	C0857177
当归拈痛丸	关节红肿热痛	Arthritic pains	SIDER	C0857177
当归拈痛丸	疮疡	Skin ulcer	SIDER	C0037299
当归拈痛丸	疮疡	Skin ulcer	MeSH	D012883
当归拈痛丸	红肿	Cyst	SIDER	C0010709
当归拈痛丸	红肿	Cysts	MeSH	D003560
当归拈痛丸	足胫红肿热痛	Foot pain	SIDER	C0016512
妇炎净胶囊	月经不调	Menstruation Disturbances	MeSH	D008599
妇炎净胶囊	痛经	Dysmenorrhoea	SIDER	C0013390
妇炎净胶囊	痛经	Dysmenorrhea	MeSH	D004412
妇炎净胶囊	带下	Leukorrhea	SIDER	C0023533
妇炎净胶囊	带下	Leukorrhea	MeSH	D007973
消银片	瘙痒	Pruritus	SIDER	C0033774
消银片	瘙痒	Pruritus	MeSH	D011537
消银片	血热	Blood disorder	SIDER	C0018939
消银片	皮疹为点滴状	Blotchy rash	SIDER	C0857056
消银片	皮疹表面覆有较厚的银白色鳞屑	Rash	SIDER	C0015230
麻仁润肠丸	腹胀	Distention	SIDER	C0012359
麻仁润肠丸	腹胀	Abdominal distension	SIDER	C0000731
麻仁润肠丸	胀满	Flatulence	SIDER	C0016204
麻仁润肠丸	胀满	Bloated feeling	SIDER	C0857257
麻仁润肠丸	胀满	Flatulence	MeSH	D005414
麻仁润肠丸	腹胀满	Distention	SIDER	C0012359
麻仁润肠丸	腹胀满	Abdominal distension	SIDER	C0000731
麻仁润肠丸	胸腹胀满	Abdominal distension	SIDER	C0000731
清开灵口服液	烦躁	Restlessness aggravated	SIDER	C0856081
清开灵口服液	咽喉肿痛	Pharyngolaryngeal pain	SIDER	C0858635
清开灵口服液	高热	Hyperpyrexia	SIDER	C0392676
清开灵口服液	感冒	Common Cold	SIDER	C0009443
清开灵口服液	感冒	Common Cold	MeSH	D003139
清开灵口服液	咽喉肿	Pharyngolaryngeal pain	SIDER	C0858635
清开灵口服液	咽喉肿	Laryngopharyngitis	SIDER	C0023070
清开灵口服液	苔黄			
清开灵口服液	肿痛	Swelling	SIDER	C0038999
清开灵口服液	肿痛	Pain	SIDER	C0030193
清开灵口服液	肿痛	Ache	SIDER	C0234238
清开灵口服液	肿痛	Pain	MeSH	D010146
清开灵口服液	高热不退	Hyperpyrexia	SIDER	C0392676
清开灵口服液	烦躁不安	Restlessness aggravated	SIDER	C0856081
清开灵口服液	喉肿	Laryngeal oedema	SIDER	C0023052
清开灵口服液	喉肿	Cyst	SIDER	C0010709
清开灵口服液	喉肿	Laryngeal Edema	MeSH	D007819
清开灵口服液	舌质红绛			
清开灵口服液	脉数			
清开灵口服液	化脓	Suppuration	MeSH	D013492
清开灵口服液	风热	Hot Temperature	MeSH	D006358
清开灵口服液	火毒内盛			
瘀血痹胶囊	痹病	Arthritic pains	SIDER	C0857177
瘀血痹胶囊	拒按			
瘀血痹胶囊	痛处拒按	Ache	SIDER	C0234238
瘀血痹胶囊	瘀血阻络	Thromboangiitis Obliterans	MeSH	D013919
瘀血痹胶囊	关节剧痛	Arthritic pains	SIDER	C0857177
瘀血痹胶囊	关节剧痛	Arthralgia	SIDER	C0003862
瘀血痹胶囊	关节剧痛	Arthralgia	MeSH	D018771
鲜地黄	咽喉肿痛	Pharyngolaryngeal pain	SIDER	C0858635
鲜地黄	烦渴	Polydipsia	SIDER	C0085602
鲜地黄	吐血	Hematemesis	MeSH	D006396
鲜地黄	咽喉肿	Pharyngolaryngeal pain	SIDER	C0858635
鲜地黄	咽喉肿	Laryngopharyngitis	SIDER	C0023070
鲜地黄	发斑	Macule	SIDER	C0332573
鲜地黄	肿痛	Swelling	SIDER	C0038999
鲜地黄	肿痛	Pain	SIDER	C0030193
鲜地黄	肿痛	Ache	SIDER	C0234238
鲜地黄	肿痛	Pain	MeSH	D010146
鲜地黄	喉肿	Laryngeal oedema	SIDER	C0023052
鲜地黄	喉肿	Cyst	SIDER	C0010709
鲜地黄	喉肿	Laryngeal Edema	MeSH	D007819
鲜地黄	温毒发斑	Communicable Diseases	MeSH	D003141
鲜地黄	渴	Thirst	SIDER	C0039971
鲜地黄	渴	Thirst	MeSH	D013894
苍耳子	头痛	Headache dull	SIDER	C0239885
苍耳子	头痛	Headache	SIDER	C0018681
苍耳子	头痛	Headache	MeSH	D006261
苍耳子	鼻塞	Nasal obstruction	SIDER	C0027429
苍耳子	鼻塞	Nasal congestion	SIDER	C0027424
苍耳子	鼻塞	Nasal obstruction	MeSH	D015508
苍耳子	瘙痒	Pruritus	SIDER	C0033774
苍耳子	瘙痒	Pruritus	MeSH	D011537
苍耳子	流涕	Rhinorrhoea	SIDER	C1260880
苍耳子	鼻渊	Coryza	SIDER	C0086066
苍耳子	湿痹拘挛	Joint contracture	SIDER	C0009918
苍耳子	风寒头痛	Headache	SIDER	C0018681
苍耳子	风寒头痛	Headache	MeSH	D006261
苍耳子	风疹瘙痒	Rubella	MeSH	D012409
黄连	呕吐	Vomiting	SIDER	C0042963
